Gaming_Platform,YoR,Sales_NA,Sales_EU,Sales_JP,Other_Sales,Genre
PS2,2002,0,0,0.41,0,Adventure
GBA,2004,0.17,0.06,0.09,0.01,Platform
PC,2009,0,0.03,0,0.01,Action
N64,2000,0.4,0.09,0,0.01,Action
WiiU,2014,,0.09,0,0.03,Action
PS3,2012,0.51,0.6,0,0.25,Action
Wii,2010,0.03,0,0,0,Adventure
XB,2003,0.72,0.43,0.01,0.04,Action
PS3,2006,1.53,1.6,0.06,0.67,Racing
PS3,2015,0.02,0.02,0,0.01,Adventure
PS2,2005,0.58,0.02,0,0.09,Action
DS,2005,0.07,0.02,,0.01,Adventure
SAT,1998,0,0,0.02,0,Adventure
X360,2011,0.06,0.04,0,0.01,Action
PSV,2014,0.02,0.01,0,0.01,Action
DS,2011,0,0,0.12,0,Action
PC,2011,0.01,0.02,0,0.01,Adventure
PS3,2015,0,0.02,0.03,0,Racing
XB,2006,0.33,0.1,0,0.02,Action
PS2,1987,0.14,0.45,0.55,0.42,Racing
PC,2011,0.23,0.33,0,0.08,Action
Wii,2009,0.18,0.01,0,0.01,Platform
XB,2006,0.11,0.03,0,0.01,Action
Wii,2015,0,0.03,0,0,Action
DS,2007,0,0,0.05,0,Adventure
PS,1998,0.04,0.03,0,0,Action
PS3,2010,0.05,0.15,0,0.05,Action
GB,1991,0.85,0.31,0.56,0.04,Adventure
PS4,2016,0.04,0.11,0.11,0.03,Action
PSP,2010,0,0,0.02,0,Action
PC,2009,0,0.04,0,0.01,Adventure
PSV,2015,0,0.03,0.07,0.01,Action
DS,2009,0.58,0.56,0.05,0.14,Action
DS,2009,0.65,0.42,0,0.11,Action
PSP,2012,0,0,0.01,0,Adventure
Wii,2006,0.04,0,0,0,Action
X360,2006,0.1,0,0,0.01,Platform
PS3,2014,0.05,0.02,0,0.02,Adventure
PS3,2008,0.07,0.24,0,0.08,Racing
2600,1976,0.23,0.53,0.24,0.81,Platform
DS,2009,0.05,0.02,0,0.01,Action
PS2,2005,0.09,0.07,0,0.02,Action
PS2,2009,0.27,0.03,0,0.17,Racing
PS,1998,0.07,0.05,0,0.01,Platform
DS,2010,0,0,0.07,0,Adventure
GC,2003,0.01,0,0,0,Racing
Wii,2008,0.48,0.32,0.02,0.09,Racing
PC,2009,0,0.01,0,0,Adventure
PSV,2012,0,0,0.06,0,Adventure
GBA,2004,0.21,0.08,0,0.01,Action
N64,1991,0.33,0.26,0.83,0.28,Adventure
PSP,2009,0.43,0.47,,0.28,Action
DS,,0.34,0.25,0,0.07,Action
XB,2002,0.05,0.02,0,0,Racing
DS,2010,0.01,0.14,0,0.02,Adventure
X360,2008,0.08,0.04,0,0.01,Action
PS,1998,0.02,0.02,0,0,Action
PSP,2013,0,0,0.02,0,Adventure
DS,2012,0,0.12,0,0.01,Action
XB,2004,0.04,0.01,0,0,Action
PSP,2011,0.1,0.11,0.29,0.06,Action
X360,2010,2.85,0.38,0.03,0.24,Action
PS4,2016,0.6,1.25,0.06,0.35,Action
DS,2007,0,0,0.05,0,Adventure
PSP,2009,0,0,0.01,0,Adventure
X360,2008,0.06,0.14,0,0.01,Racing
XB,2003,0.08,0.03,0.03,0,Action
PS3,2011,0.24,0.15,0,0.07,Racing
PS2,2006,0.01,0.01,0,0,Adventure
SNES,2017,0.89,0.91,1.99,1.54,Action
DS,2009,0.07,0.1,0,0.02,Adventure
X360,2009,0.17,0.05,0,0.02,Action
PS2,2002,0.03,1.05,0.02,0.3,Racing
SNES,2002,0.7,1.5,1.06,1.37,Platform
DS,2011,0,0,0.04,0,Adventure
X360,,0.08,0.01,0,0.01,Action
DS,2009,4.34,2.71,3.96,0.76,Action
PSV,2016,0,0,0.19,0,Action
PS4,2014,0.37,0.4,0,0.15,Action
PC,2011,0.05,0.1,0,0.03,Racing
GC,2003,0.69,0.18,0,0.02,Action
PC,2015,0,0.03,0,0,Racing
DS,2007,0.41,0.02,0,0.04,Platform
PS2,2005,0.11,0.08,0.35,0.03,Action
PS,1996,0.02,0.01,0,0,Action
2600,,0.2,0.01,0,0,Action
N64,1998,0.45,0.33,0.29,0.03,Racing
X360,2009,0.12,0.03,0,0.01,Action
PS3,2008,0.09,0.03,0,0.02,Adventure
GBA,2005,0.33,0.12,0,0.01,Action
Wii,1998,0.25,0.29,0.13,0.12,Platform
X360,2008,6.76,3.07,0.14,1.03,Action
PS3,2010,1.41,0.2,0.03,0.16,Action
PSP,2012,0,0,0.01,0,Adventure
PS2,2001,0.02,0.02,0,0.01,Platform
DS,2010,0.12,0.11,0,0.02,Action
PS,1997,0.21,0.15,0,0.03,Racing
GBA,2003,0.17,0.06,0,0,Action
PS2,2004,0.03,0.02,0,0.01,Action
Wii,2008,0,0.02,0.04,0,Action
WiiU,2012,0.19,0.26,0.02,0.04,Racing
PS2,2006,0,0,0.02,0,Adventure
GBA,2003,0.01,0,0,0,Racing
GBA,,0.1,0.04,0,0,Platform
2600,1981,0.27,0.02,0,0,Action
PS,1999,0.04,0.03,0,0.01,Action
X360,2010,0.21,0.15,0,0.04,Action
DC,2001,0,0,0.33,0,Adventure
NES,1988,0.59,0.14,0.81,0.02,Platform
PS2,2004,0.19,0.15,0,0.05,Racing
PS,1996,1.43,0.05,0,0.04,Racing
SNES,2011,1.22,0.64,0.23,0.83,Platform
NES,1986,0.71,0.16,0.25,0.03,Action
XB,,0.05,0.02,0,0,Adventure
PS4,2015,0.24,0.37,0,0.12,Action
GC,2003,4.12,1.77,0.87,0.19,Racing
PS2,2003,0.06,0.05,0,0.02,Racing
PS2,2005,0.43,0.34,0,0.11,Action
PS2,2002,0.15,0.12,0,0.04,Action
GBA,2002,0.22,0.08,0.24,0.01,Platform
GBA,2003,0,0,0.43,0.01,Platform
DC,1998,0,0,0.06,0,Racing
GC,2002,0.03,0.01,0,0,Platform
PC,2016,0,0.02,0,0,Adventure
GBA,2006,0.01,0,0,0,Action
GBA,2001,0.39,0.16,0.37,0.12,Racing
PS2,2007,0.69,0,0.04,1.68,Racing
PS,2001,0,0,0.05,0,Adventure
PS2,2004,0.6,0.47,0,0.16,Racing
PS2,2002,0.12,0.09,0.38,0.03,Platform
X360,2012,0.2,0.33,0,0.05,Racing
XB,2005,0.06,0.02,0,0,Adventure
PS2,2003,0.18,0.14,0,0.05,Platform
GC,2005,0.05,0.01,0,0,Action
DS,2001,0.34,0,0.01,0.31,Racing
Wii,2009,0.12,0.03,0.03,0.02,Action
PS2,1987,0.79,0.41,0.63,0.58,Platform
PS3,2010,1.29,1.21,0.06,0.47,Adventure
GBA,2002,0.16,0.06,0,0,Action
XB,2005,0.53,0.46,0,0.05,Racing
XOne,2014,2.81,2.19,0,0.47,Action
PS4,2015,0,0,0.1,0,Action
PS,1999,2.57,1.57,0.44,0.21,Racing
GBA,2005,0.24,0.09,0,0.01,Action
PSV,2015,0,0,0.03,0,Action
X360,2013,0.35,0.27,0,0.06,Action
DS,2008,0.05,0,0,0,Action
PS,1997,0.45,0.3,0,0.05,Racing
PS3,2014,0.05,0.03,0,0.02,Action
SNES,2002,1.79,1.83,1.86,1.07,Action
DS,2005,0.07,0,0,0.01,Racing
GBA,2004,0,0,0.23,0.01,Platform
WiiU,2014,0.08,0,0,0.01,Action
XB,2006,0.02,0.01,0,0,Action
PSP,2007,0.23,0.3,0,0.18,Action
3DS,2013,1.4,1.01,0.46,0.23,Action
GC,2002,0.01,0,0,0,Adventure
PC,2014,0,0.15,0,0.01,Racing
DC,2001,0,0,0.07,0,Racing
Wii,2010,0.01,0,0,0,Racing
X360,2006,0.11,0.01,0,0.01,Racing
PS,1997,0.13,0.09,0,0.01,Platform
3DS,2015,0,0.01,0,0,Action
XB,2004,0.05,0.01,0,0,Platform
PS3,2011,1.05,0.47,0.08,0.22,Action
PS2,2005,0,0,0.18,0,Action
PS2,1991,0.96,0.35,0.06,0.53,Racing
Wii,2008,0,0.07,0.19,0.01,Adventure
Wii,2007,0.32,0,0,0.02,Action
PC,1992,0.02,0.77,0,0,Adventure
GC,2003,0.77,0.2,0,0.03,Racing
SAT,1995,0,0,0.06,0,Adventure
PS2,2007,0,0,0.17,0,Adventure
DS,2007,0,0,0.06,0,Action
DS,2010,0.1,0.03,0,0.01,Action
DS,2008,0.46,0.82,0,0.17,Platform
PSP,2007,0.08,0.02,0,0.01,Action
PS,1997,3.79,0.27,0,0.11,Action
DS,2003,0.12,0.05,0.21,0.13,Platform
PC,2016,0,0.01,0,0,Adventure
X360,2012,0,0,0.03,0,Action
PSV,2016,0,0,0.01,0,Adventure
XB,2002,0.02,0.01,0,0,Racing
PS2,2003,1.26,0.6,0.05,0.18,Action
PS2,2001,0.06,0.05,0,0.02,Action
DS,2008,0,0,0.07,0,Adventure
PS2,2007,0.32,0.01,0,0.05,Racing
GC,2005,0.09,0.02,0,0,Action
3DS,2015,0,0,0.15,0,Action
WiiU,2016,0.06,0.07,0.01,0.01,Action
XB,2002,0.09,0.02,0,0,Action
PSP,2012,0,0,0.05,0,Adventure
PS3,2012,0.04,0.03,0.01,0.01,Action
PS2,2003,0.24,0.19,0,0.06,Racing
PSP,2009,0,0,0.04,0,Action
DS,2006,0,0,0.04,0,Action
X360,2007,0.23,0.02,0,0.02,Action
PS3,2010,0.27,0.09,0,0.05,Action
PSV,2015,0,0,0.01,0,Action
PS3,2011,0.25,0,0,0.02,Racing
GBA,2006,0.01,0.01,0,0,Action
PC,2012,0.09,0.16,0,0.02,Action
3DS,2013,0,0,0.07,0,Adventure
PS3,2008,0.35,0.21,0.01,0.1,Action
PS2,2006,0.28,0.22,0,0.07,Action
DS,2006,0,0,0.04,0,Adventure
3DS,2014,0,0,0.04,0,Adventure
Wii,2007,0.25,0.01,0,0.02,Action
GBA,2004,0.02,0.01,0,0,Racing
PS3,2011,0,0.09,0,0.02,Action
PC,2007,0,0.02,0,0,Racing
Wii,2009,0.12,0.13,0,0.03,Adventure
PS2,2001,0,0,0.06,0,Action
PS2,2004,0.88,0.69,0,0.23,Platform
SNES,1992,0,0,0.22,0,Platform
Wii,2009,0.11,0.1,0,0.02,Adventure
XB,2005,0.11,0.04,0,0.01,Platform
GBA,2005,0.17,0.06,0,0,Platform
X360,2011,0.15,0.03,0,0.01,Action
PSV,2014,0.04,0.02,0,0.02,Action
Wii,2010,0.13,0.07,0,0.02,Action
PSP,2008,0.06,0,0,0.01,Action
PSP,2010,0.32,-0.12,0.08,0,Adventure
Wii,2011,0.12,0.16,0,0.04,Action
DS,2007,0.01,0,0,0,Action
PS2,2003,0.88,1.03,0,0.31,Action
PSP,2008,0.52,0.27,0,0.19,Racing
XOne,2014,0.15,0.13,0,0.03,Action
PS3,2014,0,0,0.02,0,Adventure
X360,2009,0.1,0,,0.01,Platform
PS2,1995,0.96,0.86,0.48,0,Platform
PS2,2005,0.02,0.01,0,0,Action
2600,1973,0.2,0.87,0.91,0.46,Adventure
XB,2003,0.12,0.03,0,0.01,Action
PSV,2014,0,0,0.01,0,Adventure
PS3,2011,0.07,0.05,0,0.02,Action
DS,2009,0,0,0.08,0,Adventure
X360,2015,,0.04,0,0.02,Action
Wii,2012,0.9,0.37,0,0.11,Action
XOne,2016,0.12,0.08,0,0.02,Action
DS,2010,0.69,0.47,,0.12,Platform
PS4,,0.04,0,0,0.01,Platform
PC,2013,0,0.01,0,0,Racing
PS,1997,0.08,0.06,0,0.01,Racing
GBA,2006,0.01,0,0,0,Action
WiiU,2006,0.78,0.1,0.33,0.64,Adventure
XB,2004,0.84,0.43,0,0.04,Racing
PC,2011,0.05,0.03,0,0.01,Action
3DS,2011,0.16,0.16,0.13,0.03,Action
Wii,2007,0.04,0,0,0,Racing
2600,1981,0.63,0.03,0,0.01,Action
3DS,2016,0,0,0.1,0,Action
X360,2015,0.05,0.01,0,0.01,Action
SAT,2003,0.98,0.54,0.28,0.66,Platform
2600,1983,0.43,0.03,0,0,Action
PS2,2002,0.08,0.06,0,0.02,Platform
X360,2008,0.05,0,0,0,Action
PS2,2002,0.11,0.09,0,0.03,Action
SAT,1998,0,0,0.06,0,Platform
PS2,2004,0.19,0.15,0.17,0.05,Action
DS,2008,0.06,0.01,0,0.01,Racing
GBA,2005,0.03,0.01,0,0,Action
PSP,2008,0.03,0,0,0,Action
PSP,2011,0,0,0.04,0,Adventure
GBA,2004,0.17,0.06,0,0,Action
2600,1973,0.27,0.59,0.82,0.53,Adventure
PC,2010,0,0.04,0,0.01,Action
PS3,2008,0.58,0.45,0.34,0.2,Action
PS4,2014,1.28,0.98,0.07,0.46,Action
PC,2012,0.26,0.19,0,0.06,Action
DS,2008,0.04,0.01,0,0,Adventure
GC,2006,0.06,0.02,0,0,Action
WiiU,2007,0.21,0.32,0.86,0.27,Adventure
PS4,2014,0.2,0.25,0.02,0.09,Action
PS3,2013,0.07,0.22,0.01,0.08,Racing
PS2,2006,0,0,0.02,0,Action
XB,2003,0.02,0,0,0,Racing
PS2,2006,0,0,0.02,0,Adventure
PS,1999,0.12,0.08,0,0.01,Racing
PSP,2006,0.05,0,0,0,Action
DS,2008,0.6,0,0.2,0.05,Platform
DS,2008,0.04,0.01,0,0,Adventure
PS4,2015,0.05,0.07,0.02,0.02,Action
3DS,2013,0,0,0.15,0,Action
PS2,1992,0.08,0.64,0.03,0.51,Platform
GBA,2001,0.33,0.12,0,0.01,Platform
PS2,2005,0.32,0.25,0,0.08,Platform
XB,2004,0.04,0.01,0,0,Action
PS,1995,0.5,0.34,0,0.06,Racing
PSV,2015,0,0,0.02,0,Action
PS2,2008,0.14,0.11,0,0.04,Action
X360,2010,0.3,0.19,0,0.05,Action
XB,2005,0.1,0.03,0,0,Action
PSV,2007,0.94,0.86,0.35,0.21,Racing
GBA,2001,0.59,0.95,0.03,0.1,Adventure
GBA,2001,0.39,0.15,0,0.01,Action
PSP,2010,0.11,0.26,0.02,0.14,Racing
3DS,2015,0.05,0.06,0,0.01,Action
PS2,2001,0.29,0.23,0,0.08,Racing
PS2,2005,0.75,0.03,0,0.12,Racing
PS3,2007,0.16,0.66,0,0.23,Racing
SAT,2005,0.25,0.66,0.34,0.97,Platform
X360,2014,0.2,0.21,0,0.04,Action
PS2,2001,0.38,0.29,0,0.1,Platform
Wii,2008,15.68,12.76,3.79,3.29,Racing
PS,1998,0.14,0.09,0,0.02,Action
PS,1996,0.04,0.02,0,0,Racing
GC,2005,0.21,0.05,0,0.01,Platform
PS,1997,0,0,0.34,0.02,Action
PS2,2004,0.1,0.08,0,0.03,Platform
Wii,2009,0.59,0.03,0,0.05,Action
PS,1998,0.55,0.38,0,0.06,Platform
DS,2010,0,0,0.19,0,Adventure
DS,2010,0,0,0.07,0,Action
PS3,2009,0.11,0.07,0.07,0.03,Action
SAT,2005,0.77,0.94,0.61,0.46,Racing
DS,2009,0.11,0.01,0,0.01,Action
X360,2011,0,0,0.02,0,Adventure
GBA,2003,0.19,0.07,0,0,Action
GC,2006,0.1,0.03,0,0,Racing
DS,2006,0.12,0,0,0.01,Platform
Wii,2009,0.19,0.23,0,0.05,Racing
PS2,2007,0,0,0.02,0,Adventure
PS2,2003,3.27,2.83,0.08,1.02,Racing
DS,2001,0.03,0,0.06,0.16,Racing
XOne,2016,0.01,0.02,0,0,Racing
PS2,1994,0.28,0.54,0.92,0.24,Racing
PS3,2013,0.02,0.06,0,0.02,Platform
SAT,1995,0,0,0.05,0,Adventure
PSP,,0.57,0.44,0,0.27,Action
X360,2014,0.05,0.1,0,0.01,Adventure
N64,1999,0.05,0.01,0,0,Racing
X360,,0.26,0.13,0,0.04,Action
N64,1997,0.63,0.11,0,0.01,Racing
X360,2010,0,0,0.02,0,Adventure
SNES,1993,0,0,0.01,0,Racing
PSV,2016,0,0,0.1,0,Action
X360,2005,0.2,0.03,0,0.02,Action
PS2,2001,0,0,0.07,0,Adventure
PS3,2011,0.13,0.11,0,0.04,Action
PS2,2008,0.12,0.02,0,0.14,Action
PC,2010,0,0.05,0,0.01,Adventure
PS,1998,2.14,0.86,0,0.13,Racing
PS,2001,0.06,0.04,0,0.01,Action
PS4,2016,0.03,0.05,0,0.01,Adventure
PS,1999,0.8,0.54,0,0.09,Action
PSP,2013,0,0,0.02,0,Adventure
PC,2011,0.09,0.21,0,0.07,Action
PS2,2007,0,0,0.01,0,Adventure
WiiU,2008,0.62,0.18,0.76,0.09,Racing
2600,1982,0.58,0.04,0,0.01,Action
Wii,2010,0.1,0.11,0,0.02,Action
PS2,1999,0.2,0.43,0.48,0.56,Action
X360,2009,0.2,0.02,0,0.02,Action
PS3,2013,0.01,0.03,0,0.01,Action
X360,2014,0.11,0.07,0,0.02,Adventure
DS,2009,0.12,0,0,0.01,Platform
PS3,2009,0.09,0.01,0,0.01,Platform
DS,2009,0.06,0.3,0,0.04,Adventure
X360,2010,0.18,0.59,0.01,0.1,Racing
DS,2010,0.17,0.01,0.11,0.02,Platform
XOne,2016,0.02,0.03,0,0,Action
DS,2008,0.47,0.01,0,0.04,Action
PC,2007,0,0.01,0,0,Racing
GC,2007,0.11,0.03,0,0,Action
PS3,2016,0.04,0.1,0,0.03,Action
DS,2002,0.06,0.12,0.14,0.02,Action
PC,2012,0.07,0.03,0,0.01,Action
PS3,2011,0.06,0.04,0.07,0.02,Action
PC,2010,0,0.08,0,0.01,Action
PS2,2006,0.4,0.02,0,0.07,Action
DS,2011,0.09,0,0,0.01,Platform
XB,2003,0.18,0.05,0,0.01,Platform
PSP,2009,0.08,0.29,0,0.16,Racing
XOne,2016,0.11,0.07,0,0.02,Action
WiiU,2006,0.38,0.77,0.43,0.75,Action
DS,2008,0,0,0.01,0,Adventure
PS,2002,0.01,0.01,0,0,Adventure
DS,2008,0,0,0.03,0,Adventure
GBA,2005,0.04,0.02,0,0,Racing
DS,2011,0,0.04,0,0,Platform
3DS,2014,0,0,0.06,0,Action
DS,2007,0.97,0.01,0,0.07,Platform
PS,1997,0.13,0.09,0,0.01,Action
PSV,2012,0,0,0.01,0,Action
XB,2003,0.06,0.02,0,0,Action
PS3,2010,0.01,0,0,0,Action
PS2,1990,0.62,0.99,0.22,0.33,Action
PSV,2011,0,0,0.05,0,Adventure
PS3,2009,0.19,0.07,0,0.04,Racing
PS2,2001,6.85,5.09,1.87,1.16,Racing
XB,2002,0.07,0.02,0,0,Action
PS2,2004,0.54,0.88,0,0.22,Action
PS2,2004,0.22,0.05,1.06,0.02,Action
2600,1981,0.3,0.02,0,0,Action
Wii,2005,0.25,0.29,0.13,0.12,Adventure
PSP,2005,0.08,0,0,0.01,Racing
GBA,2004,0.1,0.04,0,0,Action
N64,1999,0.4,0.2,0,0.02,Racing
Wii,2010,1.28,0.93,0,0.22,Action
WiiU,2010,0.8,0.21,0.95,0.96,Platform
GBA,2002,0.01,0,0,0,Racing
X360,2011,0.13,0.06,0,0.02,Action
PS,2000,0.13,0.09,0,0.02,Action
Wii,,0.09,0,0,0.01,Adventure
GBA,2005,0.01,0,0,0,Platform
Wii,2010,0.16,0.1,0,0.03,Action
GBA,2002,0,0,0.03,0,Action
GB,1991,0,0,0.28,0,Platform
PS2,2007,0,0,0.05,0,Adventure
Wii,2007,0.45,0.46,0,0.11,Action
WiiU,2008,0.58,0.29,0.71,0.78,Platform
PSP,2010,0,0,0.01,0,Adventure
PSP,2011,0,0,0.1,0,Adventure
PS3,2013,2.41,2.18,0.28,0.99,Action
XB,2001,0.78,0.26,0,0.01,Racing
3DS,2016,0.05,0.03,0,0.01,Platform
PS3,2010,0.1,0.04,0,0.02,Action
Wii,2009,0.03,0,0,0,Adventure
XOne,2016,0.05,0.02,0,0.01,Action
Wii,2009,0.84,0.04,0,0.07,Action
X360,2011,0,0.05,0,0.01,Racing
GBA,2002,0.08,0.03,0,0,Action
PSP,2008,0,0,0.04,0,Adventure
GC,2002,0.09,0.02,0,0,Racing
PS3,2008,0,0.03,0,0.01,Racing
PS3,2011,0.14,0.07,0,0.03,Action
DS,2008,0.16,,0.02,0.02,Action
XB,,0.17,0.05,0,0.01,Action
PC,2014,0.1,0.16,0,0.02,Action
PS,1996,0.01,0.01,0,0,Adventure
PSP,2006,0.1,0,0,0.01,Action
WiiU,2007,0.33,0.43,0.69,0.06,Adventure
N64,1999,0.24,0.06,0,0,Racing
PS3,2011,0.07,0.01,0,0.01,Adventure
PS2,1990,0.83,0.06,0.73,0.86,Adventure
N64,1998,0.35,0.06,0,0,Racing
PS3,2013,0.49,0.32,0,0.16,Action
PSV,2014,0.05,0,0.03,0.02,Adventure
DS,2008,0.19,0.01,0,0.02,Action
X360,2014,0.69,0.47,0,0.11,Action
Wii,2009,0.1,0,0,0.01,Platform
PS2,2006,0.03,0.02,0,0.01,Racing
PS2,2003,1.73,2.19,0,0.79,Racing
X360,2007,2.35,1.27,0.03,0.41,Racing
X360,2007,0.23,0,0,0.02,Racing
Wii,2006,0,0,0.07,0,Action
X360,2010,0.12,0.02,0,0.01,Racing
PS4,2016,0.25,0,0,0.06,Action
PS,1998,0.68,0.46,0.79,0.13,Racing
Wii,2010,0.09,0.04,0,0.01,Action
PS2,2003,0.09,0.07,0,0.02,Racing
N64,2000,0.65,0.15,0.19,0.01,Racing
N64,1997,0.28,0.17,0,0.01,Racing
GBA,2002,0.95,0.7,0,0.08,Platform
PS3,2012,0,0,0.11,0,Action
PC,2011,0,0.03,0,0.01,Racing
PS3,2007,0.14,0.1,0,0.05,Action
PS2,2001,0.6,0.47,0,0.16,Platform
PSP,2005,0.69,0.37,0.02,0.24,Racing
GC,2001,0.12,0.03,0,0,Racing
PS2,2006,0.01,0.01,0,0,Racing
SAT,2001,0.31,1,0.28,0.97,Platform
PS,1996,0.06,0.04,0.21,0.02,Racing
DS,2008,0,0,0.01,0,Adventure
PS3,2007,0.2,0.03,0,0.03,Action
PS3,2012,0,0,0.03,0,Action
DS,2008,0,0,0.07,0,Adventure
PC,2008,0,0.01,0,0,Adventure
DS,2006,0,0,0.01,0,Action
XB,2004,0.14,0.04,0,0.01,Action
PS2,2001,0.26,0.2,0,0.07,Action
PS3,2008,0.1,0.08,0,0.03,Racing
SNES,2011,1.86,0.65,0.49,1.61,Action
PSP,2008,0.29,0.22,0,0.14,Platform
XB,2005,0.02,0,0,0,Adventure
2600,,0.25,0.02,0,0,Action
PS3,2008,0.12,0.04,0,0.02,Adventure
DS,2008,0.18,0.11,0,0.03,Action
XB,2005,0.05,0.01,0,0,Racing
2600,1982,0.58,0.03,0,0.01,Action
GC,2006,0.15,0.04,0,0.01,Platform
PS2,1988,0.15,0.42,0.72,0.65,Racing
SNES,2005,1.12,1.45,0.15,0.55,Platform
PS2,2002,0.02,0.01,0,0,Adventure
GC,2003,1.01,0.11,0.45,0.04,Racing
GC,2004,0.15,0.04,0,0.01,Platform
SNES,2018,0.83,0.22,1.78,0.26,Adventure
PS2,2009,0.09,0.04,0,0.05,Action
XB,2002,0.04,0.01,0,0,Platform
XB,2005,0.04,0.01,0,0,Racing
PSP,2008,0.05,0.08,0,0.02,Racing
PS,1997,0.58,0.4,0.21,0.08,Platform
PS3,2013,0.43,0.42,0,0.17,Platform
PS3,2013,0.03,0.03,0,0.01,Platform
GBA,2002,0.22,0.08,0,0.01,Action
GBA,2004,0.46,0.17,0,0.01,Platform
PS2,2003,0.21,0.16,0,0.05,Racing
Wii,2008,0.14,0,0,0.01,Action
XOne,2014,0.04,0.02,0,0.01,Action
DS,2008,1.55,0.04,1.19,0.15,Platform
PS3,2009,0,0,0.24,0,Action
GBA,2002,0.18,0.07,0,0,Platform
PS2,2003,0,0,0.24,0,Action
PSP,2011,0,0,0.02,0,Adventure
PS4,2016,0,0,0.03,0,Action
2600,1973,0.8,0.4,0.91,0.13,Platform
DS,2010,0.2,0.08,0,0.02,Action
PSP,2012,0,0,0.04,0,Action
GBA,2004,0.74,0.52,0.08,0.06,Platform
PSP,2006,0.07,0,0,0.01,Adventure
GC,2002,0.53,0.14,0,0.02,Action
XB,2005,0.09,0.03,0,0,Platform
PS4,2016,0,0,0.01,0,Action
PS3,2012,0,0,0.03,0,Action
PS,1997,0.17,0.11,0,0.02,Racing
PC,2013,0,0.02,0,0,Action
PS2,2007,0.08,0.06,0,0.02,Action
PSP,2006,0.08,0,0,0.01,Action
PS,2001,0.07,0.05,0,0.01,Platform
GBA,2003,0.31,0.12,0,0.01,Action
DS,2009,,0,,0.01,Racing
PS2,2002,0.62,0.44,1.06,0.13,Adventure
GBA,2006,0.33,0.12,0,0.01,Adventure
PS3,2014,0.09,0,0,0.02,Racing
PS2,2005,0.09,0.07,0,0.02,Racing
GBA,2001,0.08,0.03,0,0,Racing
Wii,2009,0.14,0,0,0.01,Action
PS4,2015,0,0,0.05,0,Adventure
PS4,2014,0.09,0.14,0,0.04,Adventure
PS2,1988,0.54,0.02,0.56,0.15,Adventure
PS2,2003,0.35,0.27,0,0.09,Action
PSV,2015,0,0,0.03,0,Platform
GC,2002,2.6,0.99,0.89,0.13,Action
DS,2005,0.06,0,0,0,Platform
X360,2010,0.11,0.02,0,0.01,Action
PSP,2011,0,0,0.04,0,Adventure
X360,2009,0.07,0.03,0,0.01,Action
PSP,2009,0.05,0.03,0,0.01,Action
DS,2008,0.15,0,0,0.01,Action
PSP,2009,0,0,0.02,0,Adventure
N64,1999,3.33,0.79,1.09,0.06,Platform
GC,2005,0.12,0.03,0,0,Platform
X360,2011,0.38,0.32,0,0.08,Platform
GBA,2005,0.11,0.04,0,0,Adventure
PS3,2009,0.2,0.21,0,0.07,Action
GC,,0.02,0,0,0,Racing
PSP,2010,0.08,0.02,0,0.02,Racing
X360,2010,0.07,0.04,0,0.01,Action
PS4,2014,3.96,6.31,0.38,1.97,Action
PSP,2005,0.01,0,0,0,Action
X360,2008,0.08,0.02,0,0.01,Action
PS2,2010,0.03,0.02,0,0.01,Action
GC,2006,0.04,0.01,0,0,Action
Wii,2009,0.11,0,0,0.01,Racing
PS2,2008,0,0,0.01,0,Adventure
PS2,2006,0,0,0.04,0,Racing
PSP,2013,0,0,0.03,0,Adventure
PSP,2012,0,0,0.02,0,Adventure
GBA,2002,0.04,0.01,0,0,Action
X360,2006,0.76,0.69,0.02,0.18,Racing
2600,,0.29,0.02,0,0,Action
SNES,1993,0,0,0.35,0,Racing
Wii,2010,0.21,0.04,0,0.02,Action
SAT,2005,0.56,0.8,0.77,0.91,Racing
GBA,2001,0.13,0.05,0,0,Adventure
DS,2007,0,0,0.05,0,Action
PSP,2012,0,0,0.06,0,Action
PS2,2005,0.15,0.12,0,0.04,Adventure
DS,2010,0.07,0.14,0,0.03,Adventure
GBA,2002,0.03,0.01,0,0,Action
PSP,2013,0,0,0.01,0,Adventure
PS,2001,0.02,0.01,0,0,Action
PS,1998,0.09,0.06,0,0.01,Racing
X360,2011,0,0,0.03,0,Action
Wii,2009,0,0,0.07,0,Adventure
PS,1997,0.13,0.09,0,0.02,Action
PS3,2012,0.14,0.11,0,0.05,Action
PSV,2014,0,0,0.11,0,Action
PSV,2014,0,0,0.02,0,Adventure
XB,2004,0.07,0.02,0,0,Racing
3DS,2015,0,0,0.14,0,Action
Wii,2008,0.35,0.05,0,0.03,Platform
PSP,2010,0,0,0.02,0,Adventure
PS4,2014,0.13,0.22,0.01,0.07,Racing
3DS,2014,0,0,0.08,0,Action
GC,2003,0.02,0.01,0,0,Action
PS,1998,0.09,0.06,0,0.01,Racing
X360,,0.85,0.55,0,0.15,Action
PS3,2012,0,0,0.03,0,Action
DS,2006,0.09,0.04,0,0.01,Racing
PS3,2009,0,0.05,0.01,0.01,Racing
DS,2010,0.34,0,0,0.03,Racing
X360,2011,0,0.06,0,0.01,Racing
PS2,2004,0.03,0.02,0,0.01,Racing
DS,2009,0,0,0.04,0,Action
PSP,2009,0,0,0.26,0,Action
PSP,2007,0.1,0,0,0.01,Action
PC,2013,0,0.06,0,0.01,Racing
